poll_id,numeric_grade,pollster,methodology,transparency_score,state,end_date,sample_size,cycle,office_type,seat_number,seat_name,election_date,stage,party,pct,candidate_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88291,1.8,Redfield & Wilton Strategies,Online Panel,9.0,Minnesota,9/19/24,703,2024,U.S. Senate,0,Class I,11/5/24,general,IDP,3.0,Joyce Lynne Lacey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88291,1.8,Redfield & Wilton Strategies,Online Panel,9.0,Minnesota,9/19/24,703,2024,U.S. Senate,0,Class I,11/5/24,general,LIB,0.0,Rebecca Whiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88292,1.8,Redfield & Wilton Strategies,Online Panel,9.0,Nevada,9/19/24,652,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,47.0,Jacky S. Rosen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88292,1.8,Redfield & Wilton Strategies,Online Panel,9.0,Nevada,9/19/24,652,2024,U.S. Senate,0,Class I,11/5/24,general,REP,38.0,Sam Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88292,1.8,Redfield & Wilton Strategies,Online Panel,9.0,Nevada,9/19/24,652,2024,U.S. Senate,0,Class I,11/5/24,general,LIB,1.0,Chris Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88292,1.8,Redfield & Wilton Strategies,Online Panel,9.0,Nevada,9/19/24,652,2024,U.S. Senate,0,Class I,11/5/24,general,IAP,1.0,Janine Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88293,1.8,Redfield & Wilton Strategies,Online Panel,9.0,Pennsylvania,9/19/24,1086,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,47.0,Robert P. Casey Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88293,1.8,Redfield & Wilton Strategies,Online Panel,9.0,Pennsylvania,9/19/24,1086,2024,U.S. Senate,0,Class I,11/5/24,general,REP,41.0,Dave McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88293,1.8,Redfield & Wilton Strategies,Online Panel,9.0,Pennsylvania,9/19/24,1086,2024,U.S. Senate,0,Class I,11/5/24,general,LIB,1.0,John C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88293,1.8,Redfield & Wilton Strategies,Online Panel,9.0,Pennsylvania,9/19/24,1086,2024,U.S. Senate,0,Class I,11/5/24,general,CON,0.0,Bernard Selker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88293,1.8,Redfield & Wilton Strategies,Online Panel,9.0,Pennsylvania,9/19/24,1086,2024,U.S. Senate,0,Class I,11/5/24,general,GRE,0.0,Leila Hazou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88294,1.8,Redfield & Wilton Strategies,Online Panel,9.0,Wisconsin,9/19/24,600,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,46.0,Tammy Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88294,1.8,Redfield & Wilton Strategies,Online Panel,9.0,Wisconsin,9/19/24,600,2024,U.S. Senate,0,Class I,11/5/24,general,REP,41.0,Eric D. Hovde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88294,1.8,Redfield & Wilton Strategies,Online Panel,9.0,Wisconsin,9/19/24,600,2024,U.S. Senate,0,Class I,11/5/24,general,OTH,1.0,Thomas Leager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88294,1.8,Redfield & Wilton Strategies,Online Panel,9.0,Wisconsin,9/19/24,600,2024,U.S. Senate,0,Class I,11/5/24,general,OTH,1.0,Phillip N. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88279,2.6,Mason-Dixon,Live Phone,6.0,Minnesota,9/18/24,800,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,51.0,Amy Klobuchar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88279,2.6,Mason-Dixon,Live Phone,6.0,Minnesota,9/18/24,800,2024,U.S. Senate,0,Class I,11/5/24,general,REP,40.0,Royce White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88235,2.9,Emerson,IVR/Online Panel/Text-to-Web,7.0,Arizona,9/18/24,868,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,48.2,Ruben Gallego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88235,2.9,Emerson,IVR/Online Panel/Text-to-Web,7.0,Arizona,9/18/24,868,2024,U.S. Senate,0,Class I,11/5/24,general,REP,42.2,Kari Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88237,2.9,Emerson,IVR/Online Panel/Text-to-Web,7.0,Michigan,9/18/24,875,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,46.6,Elissa Slotkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88237,2.9,Emerson,IVR/Online Panel/Text-to-Web,7.0,Michigan,9/18/24,875,2024,U.S. Senate,0,Class I,11/5/24,general,REP,42.1,Mike Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88238,2.9,Emerson,IVR/Online Panel/Text-to-Web,7.0,Nevada,9/18/24,895,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,47.8,Jacky S. Rosen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88238,2.9,Emerson,IVR/Online Panel/Text-to-Web,7.0,Nevada,9/18/24,895,2024,U.S. Senate,0,Class I,11/5/24,general,REP,40.7,Sam Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88239,2.9,Emerson,IVR/Online Panel/Text-to-Web,7.0,Pennsylvania,9/18/24,880,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,46.5,Robert P. Casey Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88239,2.9,Emerson,IVR/Online Panel/Text-to-Web,7.0,Pennsylvania,9/18/24,880,2024,U.S. Senate,0,Class I,11/5/24,general,REP,42.2,Dave McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88241,2.9,Emerson,IVR/Online Panel/Text-to-Web,7.0,Wisconsin,9/18/24,1000,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,48.8,Tammy Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88241,2.9,Emerson,IVR/Online Panel/Text-to-Web,7.0,Wisconsin,9/18/24,1000,2024,U.S. Senate,0,Class I,11/5/24,general,REP,46.1,Eric D. Hovde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88285,,Texas Hispanic Policy Foundation,Text-to-Web,5.0,Texas,9/18/24,1200,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,45.0,Colin Allred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88285,,Texas Hispanic Policy Foundation,Text-to-Web,5.0,Texas,9/18/24,1200,2024,U.S. Senate,0,Class I,11/5/24,general,REP,48.0,Ted Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88285,,Texas Hispanic Policy Foundation,Text-to-Web,5.0,Texas,9/18/24,1200,2024,U.S. Senate,0,Class I,11/5/24,general,LIB,2.0,Ted Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88267,2.8,MassINC Polling Group,Live Phone/Text-to-Web,7.0,Pennsylvania,9/18/24,800,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,49.0,Robert P. Casey Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88267,2.8,MassINC Polling Group,Live Phone/Text-to-Web,7.0,Pennsylvania,9/18/24,800,2024,U.S. Senate,0,Class I,11/5/24,general,REP,42.0,Dave McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88275,2.8,MassINC Polling Group,Live Phone/Text-to-Web,7.0,Massachusetts,9/18/24,800,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,56.0,Elizabeth Ann Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88275,2.8,MassINC Polling Group,Live Phone/Text-to-Web,7.0,Massachusetts,9/18/24,800,2024,U.S. Senate,0,Class I,11/5/24,general,REP,35.0,John Deaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88280,2.8,SurveyUSA,Online Panel,8.0,New Mexico,9/18/24,619,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,47.0,Martin Heinrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88280,2.8,SurveyUSA,Online Panel,8.0,New Mexico,9/18/24,619,2024,U.S. Senate,0,Class I,11/5/24,general,REP,34.0,Nella Louise Domenici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88286,2.8,MassINC Polling Group,Live Phone/Text-to-Web,7.0,Wisconsin,9/18/24,800,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,52.0,Tammy Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88286,2.8,MassINC Polling Group,Live Phone/Text-to-Web,7.0,Wisconsin,9/18/24,800,2024,U.S. Senate,0,Class I,11/5/24,general,REP,44.0,Eric D. Hovde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88248,1.9,Morning Consult,Online Panel,3.0,Arizona,9/18/24,862,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,52.59,Ruben Gallego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88248,1.9,Morning Consult,Online Panel,3.0,Arizona,9/18/24,862,2024,U.S. Senate,0,Class I,11/5/24,general,REP,39.03,Kari Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88249,1.9,Morning Consult,Online Panel,3.0,Florida,9/18/24,2948,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,42.01,Debbie Mucarsel-Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88249,1.9,Morning Consult,Online Panel,3.0,Florida,9/18/24,2948,2024,U.S. Senate,0,Class I,11/5/24,general,REP,46.38,Rick Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88250,1.9,Morning Consult,Online Panel,3.0,Maryland,9/18/24,578,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,50.25,Angela Alsobrooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88250,1.9,Morning Consult,Online Panel,3.0,Maryland,9/18/24,578,2024,U.S. Senate,0,Class I,11/5/24,general,REP,38.64,Larry Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88251,1.9,Morning Consult,Online Panel,3.0,Michigan,9/18/24,1297,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,51.16,Elissa Slotkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88251,1.9,Morning Consult,Online Panel,3.0,Michigan,9/18/24,1297,2024,U.S. Senate,0,Class I,11/5/24,general,REP,37.16,Mike Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88252,1.9,Morning Consult,Online Panel,3.0,Nevada,9/18/24,474,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,52.11,Jacky S. Rosen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88252,1.9,Morning Consult,Online Panel,3.0,Nevada,9/18/24,474,2024,U.S. Senate,0,Class I,11/5/24,general,REP,38.66,Sam Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88253,1.9,Morning Consult,Online Panel,3.0,Ohio,9/18/24,1488,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,45.65,Sherrod Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88253,1.9,Morning Consult,Online Panel,3.0,Ohio,9/18/24,1488,2024,U.S. Senate,0,Class I,11/5/24,general,REP,43.77,Bernie Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88254,1.9,Morning Consult,Online Panel,3.0,Pennsylvania,9/18/24,1756,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,48.74,Robert P. Casey Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88254,1.9,Morning Consult,Online Panel,3.0,Pennsylvania,9/18/24,1756,2024,U.S. Senate,0,Class I,11/5/24,general,REP,40.4,Dave McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88255,1.9,Morning Consult,Online Panel,3.0,Texas,9/18/24,2716,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,45.07,Colin Allred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88255,1.9,Morning Consult,Online Panel,3.0,Texas,9/18/24,2716,2024,U.S. Senate,0,Class I,11/5/24,general,REP,44.32,Ted Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88256,1.9,Morning Consult,Online Panel,3.0,Wisconsin,9/18/24,600,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,49.83,Tammy Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88256,1.9,Morning Consult,Online Panel,3.0,Wisconsin,9/18/24,600,2024,U.S. Senate,0,Class I,11/5/24,general,REP,43.22,Eric D. Hovde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88230,1.4,PPP,IVR/Text,4.0,Maryland,9/17/24,543,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,50.0,Angela Alsobrooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88230,1.4,PPP,IVR/Text,4.0,Maryland,9/17/24,543,2024,U.S. Senate,0,Class I,11/5/24,general,REP,33.0,Larry Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88230,1.4,PPP,IVR/Text,4.0,Maryland,9/17/24,543,2024,U.S. Senate,0,Class I,11/5/24,general,LIB,6.0,Mike Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88232,2.9,Marist,Live Phone/Online Panel/Text-to-Web,7.0,Pennsylvania,9/17/24,1663,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,52.0,Robert P. Casey Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88232,2.9,Marist,Live Phone/Online Panel/Text-to-Web,7.0,Pennsylvania,9/17/24,1663,2024,U.S. Senate,0,Class I,11/5/24,general,REP,46.0,Dave McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88232,2.9,Marist,Live Phone/Online Panel/Text-to-Web,7.0,Pennsylvania,9/17/24,1476,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,52.0,Robert P. Casey Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88232,2.9,Marist,Live Phone/Online Panel/Text-to-Web,7.0,Pennsylvania,9/17/24,1476,2024,U.S. Senate,0,Class I,11/5/24,general,REP,47.0,Dave McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88233,2.9,Marist,Live Phone/Online Panel/Text-to-Web,7.0,Wisconsin,9/17/24,1312,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,52.0,Tammy Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88233,2.9,Marist,Live Phone/Online Panel/Text-to-Web,7.0,Wisconsin,9/17/24,1312,2024,U.S. Senate,0,Class I,11/5/24,general,REP,46.0,Eric D. Hovde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88233,2.9,Marist,Live Phone/Online Panel/Text-to-Web,7.0,Wisconsin,9/17/24,1194,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,51.0,Tammy Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88233,2.9,Marist,Live Phone/Online Panel/Text-to-Web,7.0,Wisconsin,9/17/24,1194,2024,U.S. Senate,0,Class I,11/5/24,general,REP,48.0,Eric D. Hovde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88234,2.9,Marist,Live Phone/Online Panel/Text-to-Web,7.0,Michigan,9/17/24,1282,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,51.0,Elissa Slotkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88234,2.9,Marist,Live Phone/Online Panel/Text-to-Web,7.0,Michigan,9/17/24,1282,2024,U.S. Senate,0,Class I,11/5/24,general,REP,45.0,Mike Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88234,2.9,Marist,Live Phone/Online Panel/Text-to-Web,7.0,Michigan,9/17/24,1138,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,52.0,Elissa Slotkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88234,2.9,Marist,Live Phone/Online Panel/Text-to-Web,7.0,Michigan,9/17/24,1138,2024,U.S. Senate,0,Class I,11/5/24,general,REP,45.0,Mike Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88211,2.8,Quinnipiac,Live Phone,9.0,Pennsylvania,9/16/24,1331,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,52.0,Robert P. Casey Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88211,2.8,Quinnipiac,Live Phone,9.0,Pennsylvania,9/16/24,1331,2024,U.S. Senate,0,Class I,11/5/24,general,REP,43.0,Dave McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88212,2.8,Quinnipiac,Live Phone,9.0,Michigan,9/16/24,905,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,51.0,Elissa Slotkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88212,2.8,Quinnipiac,Live Phone,9.0,Michigan,9/16/24,905,2024,U.S. Senate,0,Class I,11/5/24,general,REP,46.0,Mike Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88213,2.8,Quinnipiac,Live Phone,9.0,Wisconsin,9/16/24,1075,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,51.0,Tammy Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88213,2.8,Quinnipiac,Live Phone,9.0,Wisconsin,9/16/24,1075,2024,U.S. Senate,0,Class I,11/5/24,general,REP,47.0,Eric D. Hovde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88217,2.6,U. New Hampshire,Probability Panel,10.0,Rhode Island,9/16/24,683,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,51.0,Sheldon Whitehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88217,2.6,U. New Hampshire,Probability Panel,10.0,Rhode Island,9/16/24,683,2024,U.S. Senate,0,Class I,11/5/24,general,REP,33.0,Patricia Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88218,2.6,U. New Hampshire,Probability Panel,10.0,Massachusetts,9/16/24,564,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,58.0,Elizabeth Ann Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88218,2.6,U. New Hampshire,Probability Panel,10.0,Massachusetts,9/16/24,564,2024,U.S. Senate,0,Class I,11/5/24,general,REP,32.0,John Deaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88231,3.0,The Washington Post,Live Phone/Text-to-Web,9.0,Pennsylvania,9/16/24,1003,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,47.0,Robert P. Casey Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88231,3.0,The Washington Post,Live Phone/Text-to-Web,9.0,Pennsylvania,9/16/24,1003,2024,U.S. Senate,0,Class I,11/5/24,general,REP,46.0,Dave McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88231,3.0,The Washington Post,Live Phone/Text-to-Web,9.0,Pennsylvania,9/16/24,1003,2024,U.S. Senate,0,Class I,11/5/24,general,LIB,1.0,John C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88231,3.0,The Washington Post,Live Phone/Text-to-Web,9.0,Pennsylvania,9/16/24,1003,2024,U.S. Senate,0,Class I,11/5/24,general,GRE,1.0,Leila Hazou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88231,3.0,The Washington Post,Live Phone/Text-to-Web,9.0,Pennsylvania,9/16/24,1003,2024,U.S. Senate,0,Class I,11/5/24,general,CON,0.0,Marty Selker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88231,3.0,The Washington Post,Live Phone/Text-to-Web,9.0,Pennsylvania,9/16/24,1003,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,48.0,Robert P. Casey Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88231,3.0,The Washington Post,Live Phone/Text-to-Web,9.0,Pennsylvania,9/16/24,1003,2024,U.S. Senate,0,Class I,11/5/24,general,REP,48.0,Dave McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88229,2.7,Siena,Live Phone/Text-to-Web,7.0,New York,9/16/24,1003,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,54.0,Kirsten E. Gillibrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88229,2.7,Siena,Live Phone/Text-to-Web,7.0,New York,9/16/24,1003,2024,U.S. Senate,0,Class I,11/5/24,general,REP,31.0,Michael D. Sapraicone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88242,3.0,Siena/NYT,Live Phone,9.0,Pennsylvania,9/16/24,1082,2024,U.S. Senate,0,Class I,11/5/24,general,DEM,48.0,Robert P. Casey Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
